Site,Date,UpperDepth,LowerDepth,Variable,Value,Unit,MethodID
Lacawac,9/24/1989,6,6,PAR.pclp,1.3598,Percent,Method013
Giles,6/18/1990,20,20,PAR.pclp,2.31,Percent,Method013
Lacawac,6/28/1988,7,7,PAR.pclp,0.8899,Percent,Method012
Lacawac,6/28/1988,6,6,PAR.pclp,1.9083,Percent,Method012
Giles,9/8/1991,22,22,PAR.pclp,0.1496,Percent,Method013
Giles,9/8/1991,20,20,PAR.pclp,0.4065,Percent,Method013
Giles,8/11/1992,0,0,PAR.pclp,100,Percent,Method013
Lacawac,6/28/1988,3,3,PAR.pclp,10.1835,Percent,Method012
Waynewood,6/18/1991,8,8,PAR.pclp,0.0726,Percent,Method013
Lacawac,6/28/1988,1,1,PAR.pclp,56.8807,Percent,Method012
Lacawac,1/25/1992,4,4,PAR.pclp,2.1866,Percent,Method013
Giles,11/22/1991,7,7,PAR.pclp,12.8498,Percent,Method013
Giles,6/18/1990,14,14,PAR.pclp,8.23,Percent,Method013
Giles,6/18/1990,13,13,PAR.pclp,10.03,Percent,Method013
Giles,6/18/1990,12,12,PAR.pclp,12.53,Percent,Method013
Giles,6/18/1990,11,11,PAR.pclp,14.63,Percent,Method013
Lacawac,9/24/1989,10,10,PAR.pclp,0.0173,Percent,Method013
Giles,6/16/1992,16,16,PAR.pclp,0.9728,Percent,Method013
Waynewood,7/31/1989,7,7,PAR.pclp,0.19,Percent,Method012
Lacawac,9/24/1989,0,0,PAR.pclp,100,Percent,Method013
Giles,6/16/1992,15,15,PAR.pclp,1.3075,Percent,Method013
Giles,3/25/1990,8,8,PAR.pclp,3.88,Percent,Method013
Lacawac,1/25/1992,12,12,PAR.pclp,0.0184,Percent,Method013
Lacawac,9/18/1990,4,4,PAR.pclp,6.2129,Percent,Method013
Giles,7/15/1991,9,9,PAR.pclp,13.1678,Percent,Method013
Giles,3/25/1990,4,4,PAR.pclp,17.24,Percent,Method013
Waynewood,9/23/1992,6,6,PAR.pclp,0.226,Percent,Method013
Waynewood,9/23/1992,7,7,PAR.pclp,0.035,Percent,Method013
Giles,7/15/1991,5,5,PAR.pclp,32.5467,Percent,Method013
Giles,3/25/1990,2,2,PAR.pclp,38.75,Percent,Method013
Lacawac,9/18/1990,1,1,PAR.pclp,35.9454,Percent,Method013
Lacawac,9/18/1990,12,12,PAR.pclp,5.00E-04,Percent,Method013
Lacawac,6/22/1993,5,5,PAR.pclp,0.715,Percent,Method013
Waynewood,3/17/1991,4,4,PAR.pclp,2.0282,Percent,Method013
Lacawac,12/30/1992,2,2,PAR.pclp,6.7175,Percent,Method013
Giles,3/17/1991,4,4,PAR.pclp,24.1368,Percent,Method013
Waynewood,6/17/1992,12,12,PAR.pclp,0,Percent,Method013
Waynewood,7/1/1992,0,0,PAR.pclp,100,Percent,Method013
Giles,2/24/1991,12,12,PAR.pclp,4.8306,Percent,Method013
Lacawac,2/24/1991,1,1,PAR.pclp,33.795,Percent,Method013
Giles,6/13/1988,5,5,PAR.pclp,40.3509,Percent,Method012
Lacawac,7/12/1988,4,4,PAR.pclp,9.5769,Percent,Method012
Giles,10/11/1991,13,13,PAR.pclp,7.0341,Percent,Method013
Giles,7/6/1993,21,21,PAR.pclp,0.1061,Percent,Method013
Lacawac,8/27/1991,1,1,PAR.pclp,51.6796,Percent,Method013
Giles,3/25/1990,10,10,PAR.pclp,2.02,Percent,Method013
Giles,9/23/1992,6,6,PAR.pclp,12.9931,Percent,Method013
Giles,3/22/1993,16,16,PAR.pclp,0.009,Percent,Method013
Lacawac,2/24/1991,11,11,PAR.pclp,0.0357,Percent,Method013
Giles,7/15/1991,10,10,PAR.pclp,9.535,Percent,Method013
Giles,10/19/1990,5,5,PAR.pclp,32.85,Percent,Method013
Giles,4/13/1991,20,20,PAR.pclp,0.3085,Percent,Method013
Giles,8/29/1989,16,16,PAR.pclp,2.83,Percent,Method012
Lacawac,6/21/1988,10,10,PAR.pclp,0.1101,Percent,Method012
Waynewood,2/16/1990,3,3,PAR.pclp,2.766,Percent,Method013
Waynewood,9/8/1991,12,12,PAR.pclp,0,Percent,Method013
Giles,9/23/1992,1,1,PAR.pclp,75.2445,Percent,Method013
Waynewood,9/22/1991,0,0,PAR.pclp,100,Percent,Method013
Waynewood,8/1/1990,3,3,PAR.pclp,0.2592,Percent,Method013
Lacawac,3/23/1993,8,8,PAR.pclp,3.00E-04,Percent,Method013
Lacawac,3/23/1993,7,7,PAR.pclp,0.004,Percent,Method013
Waynewood,8/28/1989,1,1,PAR.pclp,29.369,Percent,Method012
Giles,4/13/1991,15,15,PAR.pclp,1.3198,Percent,Method013
Giles,4/13/1991,14,14,PAR.pclp,1.758,Percent,Method013
Waynewood,7/29/1992,12,12,PAR.pclp,0,Percent,Method013
Lacawac,2/16/1990,11,11,PAR.pclp,0.1135,Percent,Method013
Lacawac,9/9/1989,9,9,PAR.pclp,0.0662,Percent,Method013
Waynewood,7/2/1990,2,2,PAR.pclp,14.225,Percent,Method013
Giles,10/19/1990,16,16,PAR.pclp,3.72,Percent,Method013
Giles,9/23/1992,11,11,PAR.pclp,2.3332,Percent,Method013
Giles,5/17/1991,7,7,PAR.pclp,35.0479,Percent,Method013
Waynewood,1/20/1993,7,7,PAR.pclp,0.0646,Percent,Method013
Waynewood,8/12/1990,9,9,PAR.pclp,9.00E-04,Percent,Method013
Waynewood,8/12/1990,12,12,PAR.pclp,0,Percent,Method013
Waynewood,8/12/1990,10,10,PAR.pclp,0,Percent,Method013
Lacawac,6/20/1990,2,2,PAR.pclp,11.5022,Percent,Method013
Lacawac,3/23/1995,2,2,PAR.pclp,13.54,Percent,Method013
Waynewood,7/15/1992,0,0,PAR.pclp,100,Percent,Method013
Giles,5/17/1991,1,1,PAR.pclp,97.561,Percent,Method013
Giles,7/31/1990,19,19,PAR.pclp,1.09,Percent,Method013
Giles,11/19/1990,20,20,PAR.pclp,0.29,Percent,Method013
Lacawac,9/11/1992,5,5,PAR.pclp,1.8208,Percent,Method013
Giles,11/19/1990,19,19,PAR.pclp,0.35,Percent,Method013
Giles,11/19/1992,7,7,PAR.pclp,7.4805,Percent,Method013
Lacawac,9/7/1991,5,5,PAR.pclp,10.7086,Percent,Method013
Giles,2/21/1992,11,11,PAR.pclp,3.762,Percent,Method013
Giles,7/28/1992,19,19,PAR.pclp,0.5978,Percent,Method013
Giles,7/28/1992,18,18,PAR.pclp,0.7866,Percent,Method013
Giles,5/17/1991,14,14,PAR.pclp,8.1148,Percent,Method013
Giles,7/31/1990,11,11,PAR.pclp,8.79,Percent,Method013
Lacawac,6/13/1988,4,4,PAR.pclp,5.5714,Percent,Method012
Giles,7/28/1992,15,15,PAR.pclp,1.8347,Percent,Method013
Giles,11/19/1990,13,13,PAR.pclp,1.5,Percent,Method013
Lacawac,8/3/1993,6,6,PAR.pclp,0.5962,Percent,Method013
Lacawac,6/13/1988,10,10,PAR.pclp,0.1186,Percent,Method012
Giles,6/1/1992,8,8,PAR.pclp,20.2814,Percent,Method013
Lacawac,1/19/1991,9,9,PAR.pclp,0.1862,Percent,Method013
Waynewood,1/19/1991,0,0,PAR.pclp,100,Percent,Method013
Lacawac,6/5/1991,5,5,PAR.pclp,2.251,Percent,Method013
Giles,11/19/1990,10,10,PAR.pclp,3.24,Percent,Method013
Giles,10/14/1992,10,10,PAR.pclp,3.263,Percent,Method013
Waynewood,1/19/1991,4,4,PAR.pclp,1.781,Percent,Method013
Giles,8/3/1993,3,3,PAR.pclp,39.9694,Percent,Method013
Giles,8/26/1991,19,19,PAR.pclp,1.0665,Percent,Method013
Giles,8/18/1993,1,1,PAR.pclp,47.5059,Percent,Method013
Giles,8/1/1989,18,18,PAR.pclp,2.52,Percent,Method012
Waynewood,6/20/1989,7,7,PAR.pclp,0.123,Percent,Method012
Waynewood,5/17/1991,7,7,PAR.pclp,0.1688,Percent,Method013
Giles,1/20/1993,3,3,PAR.pclp,18.4402,Percent,Method013
Lacawac,6/5/1991,11,11,PAR.pclp,0.0131,Percent,Method013
Giles,2/16/1990,5,5,PAR.pclp,19.379,Percent,Method013
Waynewood,6/4/1991,0,0,PAR.pclp,100,Percent,Method013
Lacawac,11/12/1989,8,8,PAR.pclp,0.1997,Percent,Method013
Giles,9/21/1991,9,9,PAR.pclp,9.9576,Percent,Method013
Lacawac,7/17/1991,7,7,PAR.pclp,1.0044,Percent,Method012
Waynewood,6/4/1991,4,4,PAR.pclp,4.0851,Percent,Method013
Waynewood,7/18/1996,1,1,PAR.pclp,30.091,Percent,Method013
Giles,9/21/1991,6,6,PAR.pclp,18.2466,Percent,Method013
Giles,8/11/1992,12,12,PAR.pclp,3.7403,Percent,Method013
Lacawac,9/24/1989,7,7,PAR.pclp,0.6454,Percent,Method013
Giles,1/19/1991,4,4,PAR.pclp,32.512,Percent,Method013
Giles,8/15/1989,7,7,PAR.pclp,19.5,Percent,Method013
Giles,1/19/1991,21,21,PAR.pclp,0.4808,Percent,Method013
Lacawac,2/19/1993,8,8,PAR.pclp,6.00E-04,Percent,Method013
Giles,1/19/1991,20,20,PAR.pclp,0.6015,Percent,Method013
Giles,1/19/1991,1,1,PAR.pclp,74.5156,Percent,Method013
Lacawac,11/19/1990,6,6,PAR.pclp,0.4374,Percent,Method013
Waynewood,7/2/1991,4,4,PAR.pclp,3.1175,Percent,Method013
Waynewood,9/24/1989,8,8,PAR.pclp,0.01,Percent,Method013
Giles,9/21/1991,1,1,PAR.pclp,64.9773,Percent,Method013
Giles,6/16/1992,22,22,PAR.pclp,0.1204,Percent,Method013
Giles,6/7/1988,13,13,PAR.pclp,11.9672,Percent,Method012
Giles,1/19/1991,17,17,PAR.pclp,1.1747,Percent,Method013
Waynewood,1/19/1991,10,10,PAR.pclp,0.009,Percent,Method013
Giles,1/19/1991,15,15,PAR.pclp,1.8709,Percent,Method013
Giles,7/1/1991,18,18,PAR.pclp,0.9728,Percent,Method013
Lacawac,8/28/1989,2,2,PAR.pclp,19.2021,Percent,Method012
Lacawac,7/25/1995,6,6,PAR.pclp,1.6386,Percent,Method013
Waynewood,9/10/1992,10,10,PAR.pclp,0.0047,Percent,Method013
Waynewood,6/9/1993,2,2,PAR.pclp,16.1298,Percent,Method013
Waynewood,8/11/1992,6,6,PAR.pclp,0.0334,Percent,Method013
Lacawac,2/21/1995,1,1,PAR.pclp,19.8216,Percent,Method013
Giles,1/19/1991,12,12,PAR.pclp,3.7723,Percent,Method013
Giles,6/17/1991,11,11,PAR.pclp,6.9331,Percent,Method013
Giles,1/19/1991,10,10,PAR.pclp,6.1946,Percent,Method013
Giles,7/1/1991,13,13,PAR.pclp,3.9801,Percent,Method013
Giles,7/1/1991,12,12,PAR.pclp,5.1583,Percent,Method013
Giles,7/1/1991,11,11,PAR.pclp,6.324,Percent,Method013
Waynewood,6/20/1989,0,0,PAR.pclp,100,Percent,Method012
Lacawac,2/21/1995,10,10,PAR.pclp,0.0635,Percent,Method013
Lacawac,2/21/1995,0,0,PAR.pclp,100,Percent,Method013
Giles,6/22/1993,7,7,PAR.pclp,14.1784,Percent,Method013
Lacawac,9/24/1992,0,0,PAR.pclp,100,Percent,Method013
Giles,9/10/1992,21,21,PAR.pclp,0.069,Percent,Method013
Giles,6/22/1993,4,4,PAR.pclp,28.7271,Percent,Method013
Lacawac,8/13/1990,9,9,PAR.pclp,0.0328,Percent,Method013
Waynewood,8/18/1993,7,7,PAR.pclp,0.0105,Percent,Method013
Giles,6/22/1993,3,3,PAR.pclp,37.0004,Percent,Method013
Giles,4/13/1991,9,9,PAR.pclp,7.0235,Percent,Method013
Waynewood,9/10/1992,8,8,PAR.pclp,0.0204,Percent,Method013
Giles,7/19/1990,8,8,PAR.pclp,17.39,Percent,Method013
Giles,6/9/1993,12,12,PAR.pclp,2.4951,Percent,Method013
Giles,7/19/1988,4,4,PAR.pclp,63.7037,Percent,Method012
Lacawac,8/13/1990,5,5,PAR.pclp,0.8804,Percent,Method013
Lacawac,5/17/1991,8,8,PAR.pclp,0.7393,Percent,Method013
Waynewood,8/12/1990,6,6,PAR.pclp,0.0384,Percent,Method013
Waynewood,10/15/1992,10,10,PAR.pclp,0,Percent,Method013
Waynewood,1/26/1990,5,5,PAR.pclp,0.208,Percent,Method013
Giles,9/14/1990,10,10,PAR.pclp,5.44,Percent,Method013
Giles,9/14/1990,0,0,PAR.pclp,100,Percent,Method013
Lacawac,8/13/1990,1,1,PAR.pclp,33.9789,Percent,Method013
Giles,3/22/1993,15,15,PAR.pclp,0.0122,Percent,Method013
Lacawac,7/31/1991,7,7,PAR.pclp,1.3489,Percent,Method013
Giles,12/17/1991,17,17,PAR.pclp,1.0216,Percent,Method013
Waynewood,7/12/1996,2,2,PAR.pclp,19.382,Percent,Method013
Waynewood,7/1/1992,5,5,PAR.pclp,0.5869,Percent,Method013
Lacawac,10/12/1991,7,7,PAR.pclp,1.198,Percent,Method013
Lacawac,7/17/1990,7,7,PAR.pclp,0.4517,Percent,Method013
Lacawac,7/31/1991,3,3,PAR.pclp,19.1103,Percent,Method013
Waynewood,7/12/1996,7,7,PAR.pclp,0.086,Percent,Method013
Waynewood,2/16/1990,6,6,PAR.pclp,0.188,Percent,Method013
Lacawac,7/2/1992,9,9,PAR.pclp,0.0639,Percent,Method013
Lacawac,7/31/1991,1,1,PAR.pclp,53.9374,Percent,Method013
Waynewood,8/7/1996,10,10,PAR.pclp,0,Percent,Method013
Lacawac,7/17/1990,4,4,PAR.pclp,3.9367,Percent,Method013
Lacawac,7/31/1991,10,10,PAR.pclp,0.0547,Percent,Method013
Giles,1/25/1992,1,1,PAR.pclp,56.0538,Percent,Method013
Lacawac,6/9/1993,9,9,PAR.pclp,0.0209,Percent,Method013
Lacawac,7/6/1993,2,2,PAR.pclp,14.7151,Percent,Method013
Lacawac,7/2/1992,6,6,PAR.pclp,0.7677,Percent,Method013
Giles,11/19/1990,8,8,PAR.pclp,5.34,Percent,Method013
Lacawac,7/3/1991,5,5,PAR.pclp,2.2599,Percent,Method013
Lacawac,7/3/1991,4,4,PAR.pclp,4.8452,Percent,Method013
Lacawac,7/17/1990,11,11,PAR.pclp,0.0058,Percent,Method013
Waynewood,8/18/1993,0,0,PAR.pclp,100,Percent,Method013
Waynewood,3/25/1990,8,8,PAR.pclp,0.0109,Percent,Method013
Giles,7/6/1988,22,22,PAR.pclp,0.8522,Percent,Method012
Giles,7/6/1988,21,21,PAR.pclp,2.1826,Percent,Method012
Waynewood,7/29/1992,3,3,PAR.pclp,1.9654,Percent,Method013
Giles,1/25/1992,13,13,PAR.pclp,3.981,Percent,Method013
Lacawac,3/17/1991,5,5,PAR.pclp,0.8604,Percent,Method013
Giles,12/27/1989,17,17,PAR.pclp,0.81,Percent,Method013
Waynewood,7/29/1992,1,1,PAR.pclp,26.2674,Percent,Method013
Lacawac,7/20/1993,5,5,PAR.pclp,0.7527,Percent,Method013
Giles,7/6/1988,15,15,PAR.pclp,8.5217,Percent,Method012
Giles,12/27/1989,13,13,PAR.pclp,2.03,Percent,Method013
Waynewood,10/19/1990,3,3,PAR.pclp,8.87,Percent,Method013
Waynewood,10/19/1990,4,4,PAR.pclp,3.9,Percent,Method013
Waynewood,11/22/1991,8,8,PAR.pclp,0.2394,Percent,Method013
Giles,6/21/1988,4,4,PAR.pclp,37.2727,Percent,Method012
Giles,1/26/1990,7,7,PAR.pclp,10.85,Percent,Method013
Giles,12/13/1990,8,8,PAR.pclp,10.83,Percent,Method013
Giles,6/21/1988,22,22,PAR.pclp,0.5455,Percent,Method012
Giles,12/13/1990,6,6,PAR.pclp,19.43,Percent,Method013
Waynewood,3/22/1993,2,2,PAR.pclp,1.3311,Percent,Method013
Waynewood,10/8/1989,3,3,PAR.pclp,5.28,Percent,Method013
Lacawac,7/20/1993,0,0,PAR.pclp,100,Percent,Method013
Waynewood,7/18/1989,7,7,PAR.pclp,0.0095,Percent,Method012
Giles,8/2/1988,15,15,PAR.pclp,6.4706,Percent,Method012
Giles,11/19/1990,11,11,PAR.pclp,2.38,Percent,Method013
Giles,5/12/1993,13,13,PAR.pclp,1.4395,Percent,Method013
Lacawac,1/26/1990,1,1,PAR.pclp,58.2181,Percent,Method012
Lacawac,11/17/1995,7,7,PAR.pclp,0.4734,Percent,Method013
Lacawac,4/30/1990,4,4,PAR.pclp,5.1724,Percent,Method013
Lacawac,5/13/1992,3,3,PAR.pclp,8.8982,Percent,Method013
Waynewood,7/2/1991,3,3,PAR.pclp,6.7836,Percent,Method013
Giles,7/28/1992,7,7,PAR.pclp,12.6282,Percent,Method013
Giles,8/25/1992,5,5,PAR.pclp,28.9842,Percent,Method013
Lacawac,2/19/1993,4,4,PAR.pclp,0.05,Percent,Method013
Giles,7/15/1991,19,19,PAR.pclp,0.7189,Percent,Method013
Giles,8/25/1992,6,6,PAR.pclp,23.3932,Percent,Method013
Lacawac,7/6/1988,1,1,PAR.pclp,53.5714,Percent,Method012
Waynewood,4/10/1992,3,3,PAR.pclp,6.0498,Percent,Method013
Lacawac,7/6/1988,2,2,PAR.pclp,16.9643,Percent,Method012
Giles,12/27/1989,11,11,PAR.pclp,3.29,Percent,Method013
Giles,9/21/1991,23,23,PAR.pclp,0,Percent,Method013
Giles,6/3/1991,6,6,PAR.pclp,22.7204,Percent,Method013
Giles,5/12/1993,1,1,PAR.pclp,62.2278,Percent,Method013
Lacawac,5/13/1992,9,9,PAR.pclp,0.2063,Percent,Method013
Giles,6/30/1992,17,17,PAR.pclp,2.7203,Percent,Method013
Giles,3/22/1993,4,4,PAR.pclp,0.5414,Percent,Method013
Waynewood,7/20/1993,3,3,PAR.pclp,4.3526,Percent,Method013
Lacawac,6/19/1991,11,11,PAR.pclp,7.00E-04,Percent,Method013
Lacawac,10/12/1995,2,2,PAR.pclp,17.8186,Percent,Method013
Waynewood,10/8/1989,8,8,PAR.pclp,0.011,Percent,Method013
Waynewood,8/1/1990,2,2,PAR.pclp,2.01,Percent,Method013
Waynewood,9/8/1991,1,1,PAR.pclp,40.7332,Percent,Method013
Lacawac,6/20/1990,8,8,PAR.pclp,0.2215,Percent,Method013
Waynewood,6/19/1990,2,2,PAR.pclp,22.73,Percent,Method013
Lacawac,1/21/1993,7,7,PAR.pclp,0.2221,Percent,Method013
Lacawac,4/30/1990,11,11,PAR.pclp,0.0559,Percent,Method013
Giles,9/21/1991,22,22,PAR.pclp,0.1137,Percent,Method013
Giles,7/6/1993,6,6,PAR.pclp,13.2461,Percent,Method013
Giles,8/25/1992,22,22,PAR.pclp,0.0666,Percent,Method013
Waynewood,8/18/1993,6,6,PAR.pclp,0.0271,Percent,Method013
Giles,8/25/1992,20,20,PAR.pclp,0.276,Percent,Method013
Lacawac,6/18/1992,9,9,PAR.pclp,0.1159,Percent,Method013
Giles,8/2/1988,17,17,PAR.pclp,4.5098,Percent,Method012
Giles,8/2/1988,16,16,PAR.pclp,6.0784,Percent,Method012
Waynewood,7/30/1991,6,6,PAR.pclp,1.775,Percent,Method013
Lacawac,6/18/1992,5,5,PAR.pclp,1.4949,Percent,Method013
Giles,8/2/1988,13,13,PAR.pclp,11.1765,Percent,Method012
Waynewood,7/30/1991,12,12,PAR.pclp,0,Percent,Method013
Giles,7/3/1990,7,7,PAR.pclp,42.52,Percent,Method013
Giles,7/3/1990,6,6,PAR.pclp,48.04,Percent,Method013
Lacawac,6/18/1992,2,2,PAR.pclp,8.791,Percent,Method013
Waynewood,2/16/1990,11,11,PAR.pclp,0,Percent,Method013
Lacawac,11/17/1995,4,4,PAR.pclp,2.6713,Percent,Method013
Giles,6/9/1993,22,22,PAR.pclp,0.0579,Percent,Method013
Lacawac,6/18/1992,11,11,PAR.pclp,0.0093,Percent,Method013
Lacawac,6/18/1992,10,10,PAR.pclp,0.0392,Percent,Method013
Waynewood,7/6/1993,2,2,PAR.pclp,12.8478,Percent,Method013
Waynewood,8/27/1991,12,12,PAR.pclp,0,Percent,Method013
Giles,6/9/1993,19,19,PAR.pclp,0.2789,Percent,Method013
Giles,6/9/1993,18,18,PAR.pclp,0.3801,Percent,Method013
Giles,7/3/1990,17,17,PAR.pclp,20.92,Percent,Method013
Giles,7/3/1990,16,16,PAR.pclp,23.16,Percent,Method013
Waynewood,9/8/1991,4,4,PAR.pclp,3.1723,Percent,Method013
Giles,12/17/1991,5,5,PAR.pclp,22.2301,Percent,Method013
Lacawac,5/13/1993,3,3,PAR.pclp,5.685,Percent,Method013
Waynewood,9/8/1991,7,7,PAR.pclp,0.0659,Percent,Method013
Waynewood,9/8/1991,8,8,PAR.pclp,0.0092,Percent,Method013
Waynewood,9/8/1991,9,9,PAR.pclp,0.001,Percent,Method013
Giles,6/9/1993,10,10,PAR.pclp,4.9485,Percent,Method013
Waynewood,8/12/1990,3,3,PAR.pclp,0.719,Percent,Method013
Giles,6/28/1988,12,12,PAR.pclp,14.087,Percent,Method012
Giles,12/17/1991,21,21,PAR.pclp,0.3897,Percent,Method013
Waynewood,9/22/1991,3,3,PAR.pclp,1.678,Percent,Method013
Lacawac,12/30/1992,12,12,PAR.pclp,0.002,Percent,Method013
Lacawac,5/13/1993,10,10,PAR.pclp,0.0155,Percent,Method013
Giles,6/9/1993,0,0,PAR.pclp,100,Percent,Method013
Lacawac,12/30/1992,0,0,PAR.pclp,100,Percent,Method013
Giles,6/30/1992,10,10,PAR.pclp,11.2475,Percent,Method013
Giles,7/20/1993,0,0,PAR.pclp,100,Percent,Method013
Waynewood,9/10/1992,0,0,PAR.pclp,100,Percent,Method013
Giles,3/17/1991,17,17,PAR.pclp,0.3716,Percent,Method013
Giles,3/17/1991,15,15,PAR.pclp,0.6212,Percent,Method013
Waynewood,8/14/1989,6,6,PAR.pclp,0.0768,Percent,Method013
Waynewood,9/8/1991,11,11,PAR.pclp,0,Percent,Method013
Giles,12/17/1991,15,15,PAR.pclp,1.6763,Percent,Method013
Lacawac,7/17/1990,5,5,PAR.pclp,1.8809,Percent,Method013
Giles,7/29/1991,2,2,PAR.pclp,85.3644,Percent,Method013
Waynewood,7/18/1989,10,10,PAR.pclp,3.00E-04,Percent,Method012
Waynewood,9/3/1990,7,7,PAR.pclp,0.0064,Percent,Method013
Giles,12/27/1989,7,7,PAR.pclp,10.17,Percent,Method013
Giles,12/27/1989,6,6,PAR.pclp,14.19,Percent,Method013
Lacawac,7/3/1991,8,8,PAR.pclp,0.0519,Percent,Method013
Giles,12/27/1989,5,5,PAR.pclp,19.39,Percent,Method013
Giles,12/27/1989,4,4,PAR.pclp,27.24,Percent,Method013
Giles,9/11/1989,8,8,PAR.pclp,15.54,Percent,Method013
Giles,7/17/1989,6,6,PAR.pclp,34.556,Percent,Method012
Lacawac,6/29/1995,11,11,PAR.pclp,0.0316,Percent,Method013
Waynewood,10/11/1991,11,11,PAR.pclp,0,Percent,Method013
Waynewood,9/22/1991,8,8,PAR.pclp,0.0026,Percent,Method013
Giles,12/27/1989,2,2,PAR.pclp,53.24,Percent,Method013
Giles,12/27/1989,20,20,PAR.pclp,0.4,Percent,Method013
Giles,12/27/1989,1,1,PAR.pclp,73.21,Percent,Method013
Giles,9/11/1989,4,4,PAR.pclp,37.21,Percent,Method013
Lacawac,10/8/1989,10,10,PAR.pclp,0.0356,Percent,Method013
Giles,9/11/1989,21,21,PAR.pclp,0.23,Percent,Method013
Waynewood,2/18/1993,0,0,PAR.pclp,100,Percent,Method013
Waynewood,2/18/1993,1,1,PAR.pclp,5.0378,Percent,Method013
Lacawac,7/3/1991,10,10,PAR.pclp,0.0019,Percent,Method013
Giles,7/26/1988,9,9,PAR.pclp,27.6596,Percent,Method012
Giles,7/26/1988,8,8,PAR.pclp,31.9149,Percent,Method012
Waynewood,8/25/1992,8,8,PAR.pclp,0.015,Percent,Method013
Lacawac,10/12/1995,6,6,PAR.pclp,0.6819,Percent,Method013
Giles,4/9/1992,12,12,PAR.pclp,7.8469,Percent,Method013
Lacawac,10/20/1990,3,3,PAR.pclp,10.3228,Percent,Method013
Waynewood,11/22/1991,11,11,PAR.pclp,0,Percent,Method013
Waynewood,9/24/1989,11,11,PAR.pclp,0,Percent,Method013
Waynewood,9/24/1989,12,12,PAR.pclp,0,Percent,Method013
Waynewood,10/19/1990,12,12,PAR.pclp,0,Percent,Method013
Giles,6/21/1988,2,2,PAR.pclp,63.6364,Percent,Method012
Giles,12/27/1989,10,10,PAR.pclp,4.11,Percent,Method013
Giles,12/27/1989,0,0,PAR.pclp,100,Percent,Method013
Lacawac,6/3/1992,2,2,PAR.pclp,17.8186,Percent,Method013
Waynewood,12/13/1990,10,10,PAR.pclp,0,Percent,Method013
Waynewood,12/13/1990,11,11,PAR.pclp,0,Percent,Method013
Giles,8/11/1990,3,3,PAR.pclp,38.88,Percent,Method013
Waynewood,7/18/1989,8,8,PAR.pclp,0.0029,Percent,Method012
Giles,6/21/1988,16,16,PAR.pclp,6.3636,Percent,Method012
Lacawac,6/3/1992,12,12,PAR.pclp,0.003,Percent,Method013
Lacawac,6/3/1992,11,11,PAR.pclp,0.0086,Percent,Method013
Lacawac,6/3/1992,10,10,PAR.pclp,0.0206,Percent,Method013
Waynewood,9/10/1989,2,2,PAR.pclp,8.372,Percent,Method013
Waynewood,7/31/1989,2,2,PAR.pclp,5.883,Percent,Method012
Waynewood,6/20/1989,1,1,PAR.pclp,19.2,Percent,Method012
Lacawac,10/12/1995,0,0,PAR.pclp,100,Percent,Method013
Lacawac,3/25/1990,6,6,PAR.pclp,0.9115,Percent,Method013
Lacawac,11/20/1992,4,4,PAR.pclp,3.8716,Percent,Method013
Waynewood,6/20/1989,5,5,PAR.pclp,0.683,Percent,Method012
Giles,8/18/1993,18,18,PAR.pclp,0.0826,Percent,Method013
Lacawac,3/25/1990,4,4,PAR.pclp,4.1187,Percent,Method013
Lacawac,3/25/1990,3,3,PAR.pclp,8.6946,Percent,Method013
Giles,8/11/1990,14,14,PAR.pclp,2.27,Percent,Method013
Giles,8/11/1992,18,18,PAR.pclp,0.6176,Percent,Method013
Lacawac,4/20/1993,12,12,PAR.pclp,4.00E-04,Percent,Method013
Lacawac,3/25/1990,1,1,PAR.pclp,35.0263,Percent,Method013
Giles,6/18/1990,3,3,PAR.pclp,54.59,Percent,Method013
Giles,6/18/1990,4,4,PAR.pclp,46.48,Percent,Method013
Giles,6/3/1991,14,14,PAR.pclp,3.2777,Percent,Method013
Giles,8/11/1992,15,15,PAR.pclp,1.5852,Percent,Method013
Waynewood,5/18/1990,6,6,PAR.pclp,0.269,Percent,Method013
Lacawac,7/4/1990,9,9,PAR.pclp,0.0848,Percent,Method013
Giles,9/8/1991,4,4,PAR.pclp,28.6758,Percent,Method013
Giles,2/18/1993,8,8,PAR.pclp,0.0778,Percent,Method013
Giles,6/18/1990,19,19,PAR.pclp,2.94,Percent,Method013
Giles,6/18/1990,18,18,PAR.pclp,3.71,Percent,Method013
Lacawac,9/24/1989,5,5,PAR.pclp,2.9902,Percent,Method013
Lacawac,7/17/1991,12,12,PAR.pclp,0.0016,Percent,Method012
Lacawac,7/16/1992,0,0,PAR.pclp,100,Percent,Method013
Giles,6/7/1988,15,15,PAR.pclp,8.0328,Percent,Method012
Giles,8/25/1992,3,3,PAR.pclp,43.383,Percent,Method013
Waynewood,6/6/1990,3,3,PAR.pclp,4.649,Percent,Method013
Giles,2/18/1993,5,5,PAR.pclp,0.3013,Percent,Method013
Giles,2/24/1991,8,8,PAR.pclp,14.5541,Percent,Method013
Giles,6/16/1992,19,19,PAR.pclp,0.4515,Percent,Method013
Giles,2/18/1993,2,2,PAR.pclp,2.2357,Percent,Method013
Giles,2/18/1993,21,21,PAR.pclp,0.001,Percent,Method013
Giles,2/18/1993,20,20,PAR.pclp,0.0014,Percent,Method013
Giles,2/18/1993,1,1,PAR.pclp,8.6881,Percent,Method013
